Open,High,Low,Volume,Close
1250,1348,1250,5601,1300.800049
1338,1338,1280,1886,1285.449951
1304,1304,1242,3575,1281.050049
1281,1301,1262,1972,1293.199951
1275,1315,1272.199951,985,1299.5
1300,1320,1277,3165,1292.5
1325,1325,1257.5,854,1275.300049
1260.050049,1280,1233,994,1244.599976
1230,1275,1190,3844,1203.300049
1160.349976,1205,1150,2236,1169.449951
1190,1190,1151,1226,1168
1174,1219.800049,1160,5050,1179.75
1185,1208.050049,1176.099976,4227,1177.949951
1186.050049,1210,1186.050049,1740,1190.5
1151,1208,1151,1143,1174.949951
1160,1190,1154,513,1157.550049
1168,1200,1166.25,5152,1199.699951
1195,1219,1195,3469,1205.099976
1210.050049,1234,1207.099976,1673,1215.050049
1220,1220,1175,1880,1195.75
1217.949951,1219.900024,1191,1323,1199.75
1200,1200,1180.099976,290,1182.5
1190.550049,1210,1190,1716,1204
1210,1319,1203.349976,4862,1247.25
1296.849976,1296.849976,1215,3779,1230.300049
1237,1259.400024,1221.099976,3523,1234.199951
1247.5,1268,1240,3139,1255.5
1250,1381.050049,1250,9126,1349.349976
1387,1475,1360,5716,1427.849976
1425,1449.449951,1389,2113,1404.349976
1454,1475,1435,4120,1447.900024
1455.099976,1489,1450,6870,1450.699951
1455,1464.949951,1400,2363,1415.800049
1415,1430,1375,1206,1381.199951
1376,1422.949951,1375,5673,1405.099976
1419,1430,1400,4364,1407.599976
1390,1420,1390,826,1405.400024
1449,1459,1405,2291,1447.699951
1436,1450,1396.300049,4283,1417.949951
1400,1420,1396,895,1403.800049
1391,1440,1365,3014,1383.300049
1400,1414,1377,2089,1401.800049
1414,1426,1395,1953,1396.550049
1395,1410,1390,574,1405.25
1410,1435,1410,2149,1428.949951
1449,1510,1421,9331,1497.199951
1512,1515,1349,10367,1369.800049
1330,1376,1315,4527,1358.199951
1351,1367.949951,1322,2327,1334.5
1355,1356,1300,3070,1346.550049
1360,1481.050049,1340,8339,1441.150024
1480,1530,1430.25,4944,1441.75
1440,1469,1370,1466,1398.050049
1445,1445,1398,2382,1403.099976
1440,1500,1440,2279,1455.449951
1400,1499,1400,6122,1489.800049
1475,1519,1472,7715,1503.550049
1580,1580,1460,4476,1528.150024
1575,1575,1505,2750,1512.300049
1512.300049,1512.300049,1512.300049,0,1512.300049
1505,1539.949951,1505,1665,1510.050049
1510,1517,1475,1842,1495.25
1490,1520,1482.050049,687,1499.400024
1491,1518.949951,1460,2053,1473.550049
1480,1514.900024,1460,6026,1495
1500,1518,1395,1742,1433.75
1450.050049,1500,1450.050049,498,1481.5
1520,1520,1351,4990,1418.5
1433,1464.5,1426,1989,1429.599976
1450,1450,1425,452,1431.800049
1401.050049,1439.949951,1401.050049,1309,1426
1410,1474,1401,2395,1433.400024
1440,1475,1440,2236,1464.199951
1467.650024,1467.699951,1421,875,1425.5
1420,1470,1411.25,2630,1456.300049
1500,1599,1498,10688,1588.650024
1556,1625,1556,4161,1568.099976
1550,1584,1511.050049,839,1540.5
1526,1599,1525.25,1372,1592.150024
1550,1597.5,1550,964,1550.300049
1526,1534.900024,1485,690,1499.199951
1490,1522,1490,1305,1516.099976
1549.849976,1559,1505,1143,1516.349976
1500,1505,1435,3031,1443.25
1432,1465,1422,2013,1427.400024
1479.849976,1497,1445,906,1446.800049
1441,1450,1422,362,1429.400024
1375,1468,1375,1378,1452.849976
1460,1477.949951,1426,489,1458.300049
1465,1480,1455,704,1472.800049
1470,1470,1450.5,314,1463.300049
1460,1500,1452.050049,867,1484.599976
1524,1524,1450,304,1459.650024
1459.650024,1459.650024,1459.650024,0,1459.650024
1451,1645,1451,10082,1601.199951
1617.949951,1794.800049,1617.949951,8714,1732.449951
1650,1799,1650,1746,1740.550049
1760,1804,1726.050049,2624,1752.349976
1825,1825,1749.949951,1852,1751.400024
1651.150024,1830,1651.150024,1874,1785.800049
1675,1880,1675,3377,1828.050049
1776,1900,1740,2146,1753.300049
1760,1775,1630,3559,1651.400024
1661,1729,1652,1874,1687.900024
1688.050049,1790,1672.5,4350,1695.300049
1770,1770,1655.050049,1482,1675.849976
1675,1693.900024,1635,1042,1645.349976
1642.550049,1680,1587,980,1602.849976
1600,1600,1561.150024,949,1570.300049
1590,1630,1542,868,1623.849976
1650,1650,1585,1391,1592.650024
1563.550049,1600,1563.550049,544,1574.400024
1588.849976,1617.5,1561,1116,1591.949951
1625,1650,1591,1088,1596.599976
1647,1710,1617,2198,1700.550049
1710,1798.949951,1699.949951,5764,1713.25
1748,1760,1670,2028,1681.900024
1690,1724.949951,1665.099976,2448,1679.949951
1698,1700,1665,894,1674.949951
1670,1695,1641,1741,1656.550049
1700,1770,1700,1992,1754.300049
1770,1948.949951,1760,9567,1896.699951
1929,1940.400024,1800,3818,1818.25
1810,1844.949951,1740,2826,1756.550049
1775,1775,1711.050049,2049,1726.900024
1775,1800.099976,1761.050049,1487,1792.650024
1790,1850,1780,1788,1816.800049
1850,1850,1780,1217,1800.800049
1800,1850,1784,7345,1809.050049
1837.300049,1837.300049,1701,4202,1794.900024
1791,1905,1775,3200,1889.25
1905,1910,1825.050049,3914,1850.199951
1850.199951,1850.199951,1850.199951,0,1850.199951
1935,1940,1852.050049,1328,1863.349976
1841,1888,1840,981,1851.449951
1880,1895,1800,2944,1828.849976
1800,1850,1752,1134,1812.449951
1845,1845,1782.5,2563,1789.800049
1803,1830,1790,1668,1804.25
1838,1840,1780,1526,1791.949951
1751.050049,1860,1751.050049,3015,1835.349976
1870,1895,1850,2176,1878.900024
1875,2160,1875,18301,2086.600098
2120,2237,2010,5300,2104.199951
2150,2200,2070,6695,2179.850098
2200,2275,2200,7307,2246.75
2262.5,2480,2175,12472,2415.199951
2450,2550,2430,9818,2462.050049
2499,2525,2402,7031,2473.949951
2489.949951,2515,2281,9995,2313.350098
2280,2440,2201,10015,2353.649902
2350,2390,2315.050049,4059,2337.350098
2345,2345,2255.100098,3501,2269.800049
2269.800049,2269.800049,2269.800049,0,2269.800049
2300,2448,2275,5067,2412.850098
2420,2490,2402,5727,2420.199951
2438.100098,2478.899902,2316.699951,3941,2349.949951
2300,2377,2285.050049,3119,2296.600098
2390,2390,2320.75,2186,2359.100098
2370,2434.850098,2363,3799,2410.949951
2419,2430,2350,1853,2356.850098
2365,2395,2301.100098,5941,2310.449951
2390,2390,2230,3860,2267.949951
2314,2350,2300,1659,2321.350098
2300,2400,2265,1993,2300.800049
2275.25,2304,2230,1743,2245.199951
2265,2299,2210,1968,2221.699951
2327,2327,2225.100098,2244,2283.050049
2280,2297.949951,2181,1717,2206.550049
2210,2248,2187,1536,2196.5
2201,2201,2050.5,1693,2131.899902
2170,2190,2011,2786,2041.400024
2020,2099,1870,3199,1890.199951
1890,1980,1801,2677,1817.150024
1840,1950,1840,1837,1936.199951
1936.199951,1936.199951,1936.199951,0,1936.199951
2000,2030,1950,1437,2008.699951
2060,2060,1890.050049,3780,1906.449951
1911.25,1930,1886,1712,1904.599976
1925,1925,1830,1267,1851.550049
1851.550049,1851.550049,1851.550049,0,1851.550049
1840,1840,1756,3525,1767.199951
1780,1848,1780,1586,1829.550049
1825,1849,1800,3130,1805.349976
1800,1849.900024,1800,803,1840
1831,1887.900024,1826,711,1869.5
1890,1940,1870,1347,1919.449951
1930,2014,1901.099976,3508,2001.050049
2000,2079.75,2000,3614,2061.050049
2074,2210.949951,2074,6087,2153.100098
2200,2200,2120,2054,2143.350098
2157,2169.899902,2055,1271,2061.25
2075.649902,2140,2053.550049,1307,2120.949951
2100,2110,1990,2078,2000.050049
1985,2020,1966,2240,1977.400024
2010,2019.800049,1890,1426,1918.099976
1877,1925,1853,2402,1877.099976
1871,1912,1810.099976,1530,1832.150024
1885,1899,1860.050049,1311,1875.5
1850,1900,1850,1140,1877.400024
1890,1910,1890,519,1905.949951
1905.949951,1905.949951,1905.949951,0,1905.949951
1940,1940,1880.25,1698,1923.300049
1930,1974.900024,1920.199951,2016,1960.599976
1979,1989.949951,1912,817,1940.650024
1921.099976,1944.900024,1902.099976,707,1918.550049
1925,1925,1902,538,1914.5
1920,1938,1880,408,1893.099976
1900,1917.900024,1835.5,1081,1852.449951
1870,1870,1807,910,1828.849976
1840,1859.949951,1789.5,1325,1793.800049
1785,1797.800049,1740,1036,1755.599976
1755,1775,1711,799,1732.75
1702.050049,1750,1700,673,1708
1720,1720,1575,1731,1605.300049
1634,1634,1450,2151,1458.400024
1475,1490,1425,3090,1439.650024
1469,1469,1382,2276,1396.099976
1406.050049,1465,1405,2408,1424.349976
1455,1479,1425,2211,1434.150024
1450,1480,1450,781,1474.050049
1470,1490,1450,1710,1452.949951
1468,1495,1468,804,1484.599976
1485,1589,1485,1564,1571.300049
1599,1620,1566,1782,1613.25
1664,1738.949951,1664,2683,1691.199951
1710,1710,1680,1369,1688.5
1680,1685,1650,4964,1668.849976
1670,1700,1660.150024,541,1693.5
1693.5,1693.5,1693.5,0,1693.5
1720,1740,1710,2599,1724.949951
1750,1750,1685.050049,1260,1721.050049
1721.050049,1721.050049,1721.050049,0,1721.050049
1748,1748,1680,1350,1690.949951
1699,1715,1680,1385,1697.650024
1681.050049,1690,1650.25,641,1666.599976
1605,1679,1605,446,1652.300049
1670,1690,1660,324,1683.449951
1719,1719,1680,1603,1692.449951
1700,1725,1700,858,1709.599976
null,null,null,null,null
1715,1720,1652,1649,1670.599976
1704,1704,1580.050049,2481,1588.800049
1560,1617,1560,1041,1594.5
1600,1600,1550,894,1556.949951
1588,1630,1555,19180,1600.050049
1590,1622,1590,403,1621.199951
1620,1669,1595.050049,436,1601.900024
1640,1665,1627,6131,1653.099976
1645,1670,1640,785,1655.050049
1635,1635,1600,6586,1605.699951
1606,1650,1565,5899,1625.25
1602.050049,1648,1595,1752,1627.199951
1550,1625,1550,1084,1600.300049
1600,1615,1450,8558,1541.449951
1525,1525,1387.550049,1109,1387.650024
1447,1480,1420,1008,1457.599976
1537,1537,1465,604,1488
1475,1480,1429.949951,1153,1444
1450,1457,1380,1121,1417.199951
1450,1468.699951,1450,2081,1462.199951
1424,1470,1424,594,1451.849976
1475,1475,1400,1552,1410.449951
1430,1450,1416.050049,360,1434.050049
1425,1425,1351.099976,1022,1369.349976
1306,1325,1290,1674,1299.050049
1335,1360,1329,690,1345.349976
1339.050049,1363.5,1339,375,1348.449951
1350,1384,1350,813,1350.949951
1332,1366,1327,619,1349.650024
1350,1370,1342.099976,425,1353.400024
1355,1360,1345.099976,386,1349.900024
1370,1409.900024,1351.050049,570,1396.849976
1410,1500,1401,6467,1437.599976
1450,1498,1430.050049,6066,1464.550049
1460,1460,1390,1388,1429.150024
1400,1439,1400,414,1415.300049
1425,1440,1415,602,1436.25
1441,1454.949951,1426,934,1450.099976
1450,1474,1440,1047,1464.150024
1450,1451.900024,1412,328,1417.150024
1415,1415,1350,708,1374.650024
1350.050049,1389.900024,1331,613,1343.699951
1369,1369,1331,502,1345.050049
1350,1369.949951,1310,640,1351.849976
1361.25,1388,1361.25,423,1367.25
1385,1385,1345,821,1352.099976
1360,1360,1331,436,1337.800049
1340.050049,1380,1340,389,1376.199951
1385,1412,1381.099976,900,1387.800049
1385,1399.949951,1380.099976,1762,1395.050049
1390,1410,1382.050049,2581,1406.5
1406,1411,1382,786,1392.449951
1400,1440,1395.050049,22791,1398.599976
1323.050049,1420,1323.050049,1103,1401.650024
1398,1410,1365.099976,1247,1397.949951
1385,1411.5,1385,1263,1401
1395,1395,1375,409,1378.449951
1397.400024,1397.400024,1350,805,1371.099976
1370,1400,1370,339,1393.099976
1390,1400,1375.050049,988,1384.650024
1394,1425,1378,708,1410.849976
1405,1415,1386,564,1392.75
1410,1415,1402.150024,311,1405.300049
1392,1409,1375,645,1403.099976
1410,1450,1397.050049,1188,1409.75
1415,1440,1400,580,1403.349976
1405,1410,1385,691,1398.800049
1407,1407,1380,246,1389.599976
1425,1425,1393.25,664,1397.699951
1410,1426,1401,480,1413.599976
1421,1421,1404.099976,584,1405.949951
1440,1445,1392.050049,1771,1407.050049
1370,1459,1370,1274,1446.25
1435,1575,1415,3635,1548.5
1525.050049,1703.349976,1503,4397,1703.349976
1799,1873.699951,1799,3598,1873.699951
1997.699951,2044,1845.050049,25011,1880.050049
1880,1929,1820.099976,11814,1835.550049
1836,1890,1835,6612,1871.099976
1857,1915,1845,3686,1902.849976
1910,2075,1900,16550,2022.949951
2100,2100,1980,10826,2024.349976
2020,2050,2000.25,7218,2014.25
1955,2016,1942.300049,4021,1953
1942,1980,1901,3433,1908.699951
1965,1965,1901.300049,2305,1906
1910,1910,1881,1593,1889.699951
1935,1984.199951,1899,5425,1984.199951
2010,2035,1922,4354,1954.099976
1972.099976,2000,1950,4012,1955.199951
1969,1975.099976,1941,2156,1954.400024
1963.099976,1968,1950,1938,1955.300049
1927.400024,1961.900024,1927.400024,1491,1940.900024
1959,1980,1935,1615,1954.099976
1974,2044.699951,1974,3735,1996.75
2024,2024,1984,2821,1992.050049
2000,2002,1976,1835,1983.949951
2000,2015,1986,2451,1999.199951
2000,2015,1950,4067,1996.75
2009,2096.600098,1995,6768,2096.600098
2145,2173,2060,10719,2115.600098
2140,2140,2051.699951,2605,2066.800049
2097.300049,2170.149902,2071,8071,2170.149902
2200,2255,2140,9502,2203.850098
2229.899902,2245,2200,5073,2202.949951
2228,2240,2175,2536,2194.5
2105.399902,2214,2105.399902,1974,2195.149902
2185,2200,2121,2695,2129.75
2125,2149.899902,2100,1943,2119.100098
2149.899902,2149.899902,2080,1773,2097.699951
2117.899902,2150,2065.050049,975,2077
2025.099976,2098.949951,2025.099976,1942,2067.25
2099,2099,2025,3325,2041.800049
2025,2070,2025,2480,2037.699951
2124,2124,2032,2911,2039.800049
2010,2141.800049,2010,6593,2141.800049
2105,2248.899902,2090,11247,2102.75
2110,2163.899902,2081.350098,3723,2089.350098
2174.699951,2174.699951,2076,4315,2094.550049
2080,2174,2070,4099,2091.550049
2170,2170,2026.449951,2254,2052
null,null,null,null,null
2050.050049,2055,2006,1651,2017.349976
2049.899902,2118.050049,2002,6386,2061
2150,2160,2032.150024,3117,2047.699951
2016,2074,2011.099976,1842,2028.800049
2038,2044,2009.199951,738,2011.699951
2005,2060,2005,1217,2037.199951
2037.199951,2037.199951,2037.199951,0,2037.199951
2049,2049,1980,1196,1996.400024
2071,2071,1992.300049,1651,2042.300049
2042,2065.399902,2020,715,2026.25
2042,2089,2025,1732,2039.050049
2017.099976,2038.650024,2017.099976,746,2019.650024
2024.900024,2034.5,2000,1247,2009.150024
2010,2017,1990,2242,2003.550049
2019,2019,1999,1358,2005.050049
2020,2039.699951,1995,1723,1996.699951
2009.900024,2009.900024,1986,1170,1998.449951
2000,2018,1981.099976,1780,1987.75
1995,2000.900024,1960,2606,1973.75
1990,2000,1965,3821,1987
2002.900024,2002.900024,1980,1503,1982.949951
1999,2019,1980.099976,613,1988.099976
1988.099976,1988.099976,1988.099976,0,1988.099976
2086,2087.550049,2000,6529,2086.949951
2080.100098,2100,2070,2686,2077.699951
2080,2100,2061.300049,2869,2073.800049
2150,2150,2020,1497,2051.550049
2045,2067.5,2030,1874,2046.599976
2050,2095,2035,2629,2054.699951
2050,2074,2035,2285,2044.050049
2022,2077,2022,1535,2040.25
2040.25,2040.25,2040.25,0,2040.25
2040,2100,2031,2468,2089.899902
2100,2194.399902,2081,13027,2194.399902
2235,2304.149902,2200,13377,2277.050049
2275,2330,2243.050049,7981,2290.399902
2291,2320,2260,6108,2273.399902
2325,2387.100098,2321,11272,2387
2406,2440,2351,4812,2365.800049
2301,2438,2301,5472,2355.550049
2348,2375,2335,2395,2345.149902
2345.149902,2380,2272.550049,2486,2287.949951
2288,2360,2288,3274,2321.949951
2334,2438.050049,2334,6577,2438.050049
2559,2559.949951,2480.100098,4638,2559.949951
2679,2687.949951,2625,9579,2687.949951
2789,2822,2581,17754,2609.300049
2650,2710,2600,6207,2660.649902
2670,2698,2620.100098,3803,2647.550049
2634,2690,2611.100098,3626,2632.5
2564,2764.149902,2563,13609,2697.050049
2669.949951,2669.949951,2562.199951,6600,2562.199951
2525,2535,2434.100098,9521,2487.75
2500,2575,2475,6770,2500.600098
2520,2550,2436.350098,4591,2454.350098
2470,2500,2425,3139,2441.949951
2470,2470,2401.649902,2559,2421.449951
2450,2542.550049,2431,5572,2542.550049
2575,2598,2530.300049,3620,2550.050049
2540,2599,2422.550049,8347,2577.300049
2535,2560,2470,2831,2512.550049
2545,2555,2480,5054,2498.949951
2549,2623.899902,2532,4582,2623.899902
2660,2660,2510,5758,2530.199951
2506,2569,2457.149902,4130,2473.050049
2500,2545,2480,3489,2498.800049
2500,2505,2440,2452,2452.649902
2490,2499,2384,3013,2399.850098
2460,2460,2381,1832,2392.899902
2405,2437.949951,2380,2763,2389.699951
2419,2419,2365,1413,2398.199951
2366.5,2400,2330,1227,2347.699951
2306,2365,2301,4397,2345.199951
2315,2340,2295,1556,2321.399902
2335,2405,2330,2159,2389.800049
2380,2444,2380,2443,2416.050049
2440,2487.899902,2399,2805,2431.899902
2426,2450,2396,2339,2411.800049
2428,2459,2405,1512,2414.149902
2425,2643.899902,2425,6922,2514.699951
2570,2639,2532,6976,2598.050049
2648,2675,2601,5432,2638.449951
2650,2760,2650,11789,2725
2775,2800,2710,7808,2740.100098
2798.25,2799,2710,10401,2719.550049
2770,2819.949951,2749,6230,2767.300049
2730,2785,2675.149902,4551,2690.550049
2700,2738.75,2600,9392,2616.649902
2650,2665,2574,5520,2608.949951
2620,2698.899902,2620,4745,2685.350098
2670,2710,2625,2437,2683.399902
2694,2694,2630,2178,2682.25
2704,2704,2631,3132,2642.800049
2677,2688,2635,1643,2637.300049
2675,2750,2660,8661,2696.050049
2685,2860,2680.100098,19524,2799.449951
2800,2940,2800,21058,2866.300049
2924.949951,2925,2830,8230,2853.300049
2860,2899,2850,3987,2880.300049
2621.050049,3150,2621.050049,32056,3072.600098
3150,3157,3075,9799,3099.949951
3120,3185,3000,9068,3110.5
3140,3160,3035,7124,3106.449951
3124,3125,2981.25,6447,2997.800049
2985,3060,2901.100098,6112,2986.600098
3050,3050,2960,2945,2966.199951
2985,3065,2875.199951,8617,3029.600098
3098.899902,3125,3025,6070,3053.350098
3037.850098,3060,3000,3237,3022.75
2980,2999.949951,2905,6197,2945.399902
3025,3025,2915,5882,2976.399902
2990,2992,2940.050049,4080,2950.199951
2905,2948,2905,4826,2929.399902
2950,2970,2905,3851,2927.350098
2997.550049,2997.550049,2920,2258,2940.850098
2931,2950,2753.5,9434,2802.949951
2820,2930,2820,2190,2898.5
2930,2955,2900,1363,2948.050049
2968,2980,2895,3471,2912.75
2924,2930,2860,2013,2881.399902
2949,2949.800049,2755,4073,2768.350098
2775,2880,2775,6770,2827.149902
2875,2875,2779,1704,2793.100098
2829,2845,2745,2193,2759.800049
2760,2776,2725,841,2735.699951
2749,2801,2749,851,2767
2775,2800,2721.600098,1839,2761.649902
2711,2774,2691.050049,4123,2704
2704,2704,2645,2127,2684.949951
2745,2745,2686,2213,2705.149902
2744,2751,2660,2370,2704.449951
2706,2719.399902,2675,579,2698.699951
2741,2749,2705.100098,773,2710.199951
2785,2798.5,2640,866,2750.800049
2720,2768.25,2720,533,2743.350098
2740,2750,2701,489,2716.649902
2740,2760,2705,567,2746.649902
2740,2770,2602,2090,2649.949951
2600,2630,2551,1944,2570.100098
2500.100098,2579.949951,2470,1288,2500.649902
2475.100098,2530,2475.100098,1513,2501.300049
2540,2544,2501,1978,2511.25
2505,2523,2500,565,2506.899902
2538.800049,2755,2538.800049,1782,2602.699951
2550,2594.899902,2511,867,2552.199951
2585,2585,2525,620,2532.399902
2638.899902,2700,2526.050049,1822,2624.399902
2614,2614,2530,962,2546.5
2559,2598.850098,2550,1150,2554.949951
2587.699951,2587.699951,2525,908,2534.199951
2550,2553,2505,417,2531.350098
2550,2554.5,2500,2201,2506.399902
2500,2549,2500,2997,2512.649902
2530,2540,2505.25,932,2530.25
2476,2569,2476,1721,2549.100098
2559,2560.699951,2520,888,2529.149902
2548,2550.850098,2520,470,2532.600098
2544,2565,2500,907,2522.699951
2461,2548.899902,2461,546,2491.550049
2538,2538,2490,764,2505.25
2535,2550,2496.199951,1157,2502.5
2550,2550,2485.25,289,2490.399902
2533,2550,2475,1530,2485.850098
2519.899902,2529.5,2499.850098,677,2508.449951
2519.949951,2525,2501,1170,2508.149902
2500,2535,2500,779,2525.399902
2521,2553.949951,2521,692,2542
