X1,X2,Y
2,1.2,1071.109985
4,2.4,2601.669922
0.7,0.21,954.599976
5,1.5,2171.659912
0.8,0.48,959.710022
9.5,5.7,6355.629883
6.5,3.9,2522.219971
0.6,0.18,297.279999
9.5,8.55,8546.030273
9.5,2.85,4654.600098
2,0.6,920.830017
3,0.9,1856.199951
6.5,1.95,3178.389893
0.5,0.45,689.130005
6.5,1.95,2564.090088
0.5,0.45,635.619995
6.5,5.85,5782.339844
5,4.5,4514.490234
0.8,0.24,149.75
0.7,0.63,193.169998
0.5,0.45,127.050003
0.7,0.63,319.959991
3,1.8,2069.47998
3,1.8,2332.27002
0.5,0.15,64.470001
3,0.9,1703.150024
0.9,0.27,254.690002
0.9,0.27,1132.910034
1.5,1.35,1829.890015
0.7,0.21,388.679993
2.5,2.25,2482.919922
4,1.2,1689.880005
2,0.6,958
0.7,0.42,680.059998
0.9,0.54,1016.799988
3,0.9,1713.150024
2,1.2,830.530029
9.5,2.85,3711.040039
0.9,0.81,668.059998
0.6,0.36,267.440002
0.6,0.36,304.799988
3,1.8,2029.599976
0.7,0.42,260.089996
2.5,1.5,2156.219971
0.6,0.36,271.230011
4,1.2,1268.550049
0.5,0.45,291.850006
4,1.2,2063.76001
0.9,0.27,706.099976
0.8,0.24,407.149994
8,7.2,6107.359863
0.6,0.18,525.669983
0.5,0.45,323.369995
8,2.4,4257.720215
6.5,1.95,2640.22998
0.7,0.21,454.890015
0.8,0.24,157.809998
0.9,0.81,607.289978
2.5,2.25,1582.660034
2.5,1.5,1566.890015
0.5,0.3,301.869995
2,1.8,1760.849976
0.9,0.54,839.190002
0.6,0.36,207.270004
0.8,0.48,940.809998
0.7,0.42,327.649994
1.5,1.35,855.169983
0.7,0.21,192.789993
0.5,0.15,71.580002
2.5,0.75,544.48999
4,2.4,1807.680054
0.9,0.27,787.450012
8,7.2,8269.709961
0.6,0.18,256.559998
0.7,0.21,276.549988
6.5,5.85,5113.72998
0.5,0.3,179.169998
0.7,0.21,133.270004
2,1.2,732.409973
3,0.9,499.600006
2,0.6,330.519989
2,1.8,1535.089966
4,2.4,3351.570068
0.9,0.81,1239.609985
4,2.4,1355.150024
4,2.4,1821.709961
0.6,0.54,397.5
8,4.8,3016.030029
0.8,0.72,537.549988
3,1.8,1431.619995
5,3,2768.48999
5,4.5,4154.330078
11,3.3,4302.819824
11,6.6,5798.919922
9.5,5.7,5065.129883
4,1.2,2414.580078
2,0.6,683.5
11,6.6,5798.540039
0.8,0.24,514.619995
0.7,0.42,334.230011
3,2.7,1809.48999
9.5,8.55,7655.819824
6.5,1.95,1662.800049
2,1.2,748.619995
0.6,0.36,113.660004
8,7.2,7086.509766
0.5,0.15,210.619995
0.7,0.21,157.990005
1.5,1.35,1442.060059
5,1.5,1726.540039
2,1.8,2275.5
0.8,0.24,156.610001
2.5,1.5,1567.790039
0.9,0.54,810.299988
0.7,0.42,715.799988
0.5,0.45,362.119995
11,3.3,6403.620117
0.6,0.18,269.640015
0.7,0.42,631.01001
5,4.5,3002.189941
0.6,0.36,704.440002
0.5,0.15,120.089996
4,1.2,2181.669922
2.5,1.5,1640.180054
6.5,3.9,4111.899902
0.8,0.24,224.449997
0.7,0.42,631.219971
0.5,0.3,456.880005
6.5,1.95,1988.089966
9.5,2.85,3087.25
0.6,0.36,495.720001
0.6,0.54,615.210022
9.5,8.55,6554.069824
5,3,3168.620117
0.7,0.21,155.300003
4,3.6,4303.060059
0.9,0.27,214.800003
5,4.5,3568.419922
2.5,1.5,631.76001
2,0.6,1357.920044
0.5,0.15,269.130005
4,2.4,2420.449951
0.6,0.54,152.550003
11,3.3,3233.889893
0.6,0.36,767.099976
1.5,1.35,608.030029
0.6,0.54,880.409973
6.5,5.85,6809.509766
9.5,2.85,3772.23999
6.5,1.95,3970.689941
0.8,0.24,1050.26001
5,1.5,2170.5
3,2.7,2842.330078
0.6,0.54,278.73999
0.9,0.54,462.799988
2,1.2,1834.579956
0.5,0.45,350.540009
3,0.9,1621.569946
0.5,0.45,323.130005
4,2.4,2611.620117
0.9,0.81,607.289978
2.5,0.75,555
2,1.2,1814.689941
2,1.2,1455.579956
0.5,0.45,332.899994
9.5,5.7,6361.540039
0.6,0.54,152.960007
1.5,0.9,626.929993
0.9,0.54,1478.459961
0.8,0.72,530.179993
2,1.8,1920.949951
0.9,0.54,638.580017
0.7,0.21,654.22998
0.5,0.45,350.730011
0.6,0.18,121.660004
0.8,0.48,298.480011
1.5,1.35,1228.01001
6.5,5.85,5255.759766
0.9,0.27,1135.420044
1.5,0.9,1261.439941
2,1.8,2283.419922
0.5,0.45,717.059998
2.5,2.25,2096.25
2.5,0.75,897.419983
0.7,0.42,855.849976
0.8,0.24,728.549988
0.8,0.24,1019.070007
3,0.9,1332.51001
0.5,0.15,304.329987
9.5,5.7,6838.509766
0.5,0.15,316.619995
5,1.5,2610.399902
0.5,0.3,267.369995
0.9,0.27,492.809998
0.8,0.72,918.580017
9.5,2.85,3759.370117
0.7,0.42,327.779999
0.5,0.45,237.289993
2.5,0.75,1467.079956
5,1.5,1120.189941
2,0.6,1339.23999
5,3,2769.719971
4,2.4,2416.100098
0.7,0.21,244.869995
0.8,0.24,713.340027
0.6,0.54,358.820007
0.7,0.63,337.390015
11,3.3,2618.199951
0.5,0.15,327.690002
4,1.2,1246.930054
0.6,0.36,460.73999
6.5,3.9,5367.22998
4,3.6,3332.679932
0.8,0.24,281.049988
5,3,4016.75
0.9,0.27,465.519989
8,7.2,4479.870117
0.6,0.54,808.809998
0.7,0.42,624.799988
5,3,2752.25
3,1.8,2655.929932
6.5,3.9,2466.98999
5,3,3646.699951
2.5,2.25,2098.600098
4,1.2,635.02002
8,4.8,4172.089844
0.7,0.21,137.210007
0.9,0.81,413.179993
8,7.2,5473.339844
8,4.8,6354.060059
0.9,0.27,764.140015
4,3.6,2844.629883
0.8,0.72,1166.910034
0.6,0.54,794.400024
0.7,0.63,866.77002
0.9,0.27,457.690002
0.8,0.48,718.780029
1.5,1.35,764.47998
0.6,0.18,74.330002
3,0.9,1344.880005
0.9,0.54,306.429993
0.7,0.21,648.099976
8,7.2,8250.629883
0.9,0.27,795.359985
0.5,0.45,674.23999
8,2.4,2398.52002
0.6,0.36,120.269997
0.8,0.24,617.72998
0.5,0.15,280.350006
6.5,3.9,3528.350098
3,0.9,1401.439941
0.7,0.21,457.940002
0.7,0.21,124.470001
0.7,0.63,394.380005
0.8,0.48,931.169983
0.6,0.18,213.820007
2.5,0.75,1249.459961
0.9,0.54,1478.459961
0.5,0.15,284.730011
0.8,0.48,483.019989
0.5,0.45,729.359985
2,1.8,2288.580078
5,1.5,2506.5
2.5,1.5,1643.400024
0.7,0.42,1219.26001
0.8,0.48,383.450012
11,3.3,6404.089844
11,6.6,7579.810059
0.6,0.54,1008.880005
9.5,5.7,5082.669922
2.5,2.25,2812.02002
8,4.8,4235.830078
0.8,0.48,680.849976
0.5,0.3,484.809998
11,6.6,4177.609863
8,2.4,1896.910034
9.5,8.55,8529.129883
0.7,0.21,96.43
0.7,0.21,97.68
2.5,2.25,1597.349976
0.9,0.27,136.740005
1.5,0.9,1266.310059
0.9,0.54,172.639999
6.5,1.95,3418.5
3,1.8,2615.050049
4,3.6,3156.540039
4,2.4,2425.699951
11,3.3,5223.379883
3,1.8,1445.920044
0.7,0.21,950.909973
3,2.7,3270.830078
2,1.2,540.130005
2,1.2,1224.949951
8,2.4,4019.72998
4,2.4,2245.01001
9.5,8.55,5222.680176
0.7,0.63,1047.449951
0.5,0.15,159.630005
0.7,0.42,732
1.5,1.35,554.719971
4,1.2,1655.150024
8,2.4,3747.969971
0.7,0.42,355.320007
0.9,0.54,415.019989
8,7.2,6111.27002
5,1.5,2049.149902
0.7,0.21,229.559998
0.6,0.36,332.559998
0.7,0.42,876.530029
0.9,0.54,774
3,1.8,764.960022
0.7,0.42,841.179993
0.6,0.18,253.160004
0.6,0.36,271.980011
0.5,0.45,289.970001
0.9,0.54,439.029999
0.6,0.18,177.039993
3,2.7,2239.76001
6.5,3.9,3495.550049
0.7,0.42,855.619995
5,1.5,2124.76001
6.5,5.85,3728
11,3.3,5186.810059
1.5,0.9,1270.430054
9.5,8.55,7631.450195
8,4.8,5667.910156
2.5,0.75,376.070007
8,7.2,6454.339844
4,1.2,2172.370117
0.8,0.72,909.429993
0.6,0.54,1079.47998
4,3.6,3682.600098
8,4.8,2963.929932
8,4.8,5705.740234
0.6,0.18,167.440002
9.5,8.55,6554
0.8,0.24,406.75
5,1.5,1684.199951
0.7,0.21,172.380005
4,2.4,1828.349976
0.9,0.54,442.019989
4,2.4,2969.23999
9.5,5.7,4060.860107
0.8,0.48,788.789978
0.7,0.21,702.640015
0.8,0.48,144.860001
0.5,0.15,167.600006
0.6,0.54,611.450012
11,6.6,4741.509766
11,3.3,3246.110107
0.9,0.54,270.970001
0.5,0.3,343.959991
0.5,0.3,111.459999
0.7,0.21,683.5
6.5,5.85,4562.140137
11,3.3,3683.870117
5,1.5,2075.060059
0.8,0.24,110.980003
0.6,0.18,457.48999
0.5,0.3,532.880005
8,2.4,4029.899902
5,4.5,3576.219971
2.5,0.75,1556.140015
2,0.6,1094.25
1.5,0.9,1210.560059
6.5,1.95,2623.330078
0.8,0.72,366.320007
0.8,0.72,357.709991
8,4.8,3550.409912
0.7,0.21,654.22998
5,1.5,1660.449951
6.5,1.95,2760.429932
4,1.2,1702.439941
2,0.6,660.090027
9.5,8.55,6547.189941
8,7.2,7071.680176
2.5,0.75,932.469971
0.7,0.63,474.350006
1.5,0.9,449.899994
3,2.7,2243.550049
0.6,0.18,193.520004
2,0.6,479.23999
0.6,0.54,763.400024
11,3.3,6460.560059
5,4.5,4581.52002
5,4.5,3898.27002
0.9,0.81,807.22998
0.5,0.3,236.149994
0.8,0.24,314.890015
4,2.4,1341.680054
0.6,0.36,364.359985
0.7,0.63,520.210022
8,4.8,6775.5
0.6,0.54,439.429993
5,4.5,5152.959961
0.6,0.18,395.369995
0.5,0.3,483.230011
0.6,0.36,526.72998
0.9,0.54,530.159973
2,0.6,1256.910034
8,4.8,4760.830078
2.5,1.5,653.469971
0.7,0.63,457.359985
0.9,0.81,600.039978
0.5,0.15,248.910004
1.5,1.35,854.549988
5,3,4153.990234
0.7,0.42,301.5
0.5,0.15,117.480003
0.5,0.45,219.399994
1.5,0.9,612.22998
5,3,3115.669922
0.6,0.36,454.01001
0.7,0.63,624.409973
4,1.2,775.630005
0.6,0.54,431.410004
0.9,0.27,766.330017
8,7.2,8272.740234
3,1.8,1013.330017
6.5,5.85,5112.240234
0.5,0.3,218.850006
11,3.3,2628.820068
6.5,5.85,6799.410156
0.6,0.54,542.48999
9.5,2.85,5799.240234
5,4.5,4137.709961
0.7,0.42,131.949997
9.5,2.85,4651.810059
4,1.2,2353.110107
0.9,0.27,319.630005
0.6,0.36,574.030029
0.5,0.3,447.529999
1.5,1.35,1830.02002
9.5,5.7,6810.549805
0.9,0.81,413.179993
3,0.9,1827.349976
8,7.2,6474.799805
1.5,1.35,1440.699951
9.5,2.85,3024.689941
0.9,0.54,842.929993
3,2.7,2835.629883
0.5,0.3,486.980011
3,2.7,2535.139893
5,1.5,2806.02002
11,6.6,7570.5
1.5,0.9,988.450012
2.5,0.75,940.049988
0.5,0.45,369.299988
0.7,0.63,842.190002
3,0.9,705.409973
3,1.8,2342.01001
0.7,0.42,1246.170044
2,1.2,525.849976
0.6,0.54,431.410004
1.5,0.9,397.220001
1.5,0.9,389.660004
0.9,0.27,774.130005
0.5,0.3,237.570007
0.6,0.36,300.140015
5,1.5,946.130005
2.5,0.75,1172.72998
3,0.9,1312.819946
4,1.2,1160.719971
0.9,0.27,497.130005
2,0.6,312.579987
1.5,0.9,795.349976
0.5,0.15,95.389999
5,3,2351.889893
0.5,0.45,320.690002
4,3.6,2292.139893
0.6,0.18,265.940002
0.6,0.18,261.51001
0.8,0.24,447.209991
2.5,2.25,1993.040039
0.8,0.48,548.48999
8,2.4,2358.469971
5,3,1636.140015
0.6,0.36,574.030029
0.9,0.54,273.26001
0.5,0.15,203.050003
2,0.6,1079.780029
0.5,0.15,190.789993
3,2.7,3263.080078
4,3.6,3169.97998
0.9,0.27,672.719971
2,0.6,922.5
0.8,0.24,283.619995
0.5,0.3,246.759995
0.7,0.21,675.960022
9.5,8.55,7674.47998
8,2.4,2451.75
0.9,0.54,309.529999
0.5,0.45,444.459991
0.6,0.18,531.390015
0.8,0.24,762.400024
0.6,0.36,156.389999
0.6,0.18,230.410004
0.8,0.48,380.059998
0.7,0.63,319.959991
3,1.8,2028.98999
0.5,0.45,132.440002
8,2.4,3786.469971
6.5,1.95,1587.319946
0.9,0.81,807.22998
6.5,1.95,2591.51001
0.6,0.54,399.579987
2,1.2,517.929993
4,3.6,4295
4,3.6,2294.139893
4,3.6,4303.169922
8,4.8,4883.350098
2,0.6,1345.339966
1.5,1.35,1515.969971
0.8,0.48,205.919998
5,1.5,2881.550049
0.9,0.54,810.299988
2,1.8,996.02002
8,2.4,4367.27002
9.5,2.85,3718.689941
0.9,0.27,401.679993
9.5,5.7,6346.370117
0.5,0.3,108.830002
0.6,0.54,260.549988
1.5,0.45,1106.800049
0.9,0.54,774
0.5,0.3,305.179993
2,0.6,535.929993
5,4.5,3583
1.5,0.9,1484.959961
5,3,1267.030029
0.6,0.36,416.660004
0.8,0.48,786.070007
0.5,0.45,291.850006
0.9,0.81,980.859985
1.5,0.9,553.609985
2,1.8,1153.589966
6.5,3.9,4699.540039
3,0.9,1030.859985
0.9,0.27,244.259995
0.6,0.18,209.809998
0.9,0.81,600.039978
8,7.2,5497.709961
0.6,0.18,138.160004
8,2.4,1929.300049
2,0.6,484.829987
0.7,0.42,130.479996
5,1.5,789.150024
9.5,2.85,2208.389893
0.9,0.81,607.289978
0.5,0.3,245.720001
6.5,3.9,4672.509766
0.8,0.72,351.559998
9.5,5.7,3502.76001
0.9,0.81,980.859985
6.5,1.95,3247.25
4,1.2,1675.52002
0.8,0.48,347.049988
3,2.7,2443.389893
0.5,0.3,232.320007
1.5,0.9,971.960022
0.6,0.54,520.590027
2.5,2.25,2812.02002
11,3.3,2660.639893
9.5,2.85,4575.549805
1.5,0.9,1489.079956
5,3,3705.389893
0.5,0.45,657.359985
0.5,0.3,187.610001
6.5,5.85,5268.200195
4,2.4,2615.439941
3,1.8,781.559998
0.8,0.72,545.950012
6.5,1.95,3146.340088
5,1.5,2569.889893
9.5,2.85,2168.649902
2.5,0.75,594.5
0.7,0.63,1058.959961
6.5,3.9,3916.280029
0.5,0.3,444.369995
4,2.4,2972.02002
0.6,0.36,526.72998
0.8,0.24,202.809998
3,1.8,2332.689941
1.5,1.35,1440.550049
0.6,0.54,413.98999
0.8,0.72,931.320007
2.5,2.25,2099.899902
8,2.4,3201.97998
0.5,0.3,294.76001
4,1.2,1667.619995
6.5,3.9,3510.97998
0.8,0.24,432.170013
0.6,0.36,186.610001
0.7,0.42,423.829987
1.5,1.35,1214.199951
2,0.6,409.049988
0.7,0.63,405.149994
8,2.4,2641.850098
1.5,0.45,1075.550049
0.9,0.54,1478.459961
2,1.8,1517.390015
4,1.2,1164.089966
0.9,0.81,413.179993
11,3.3,3246.820068
0.8,0.48,239.110001
6.5,3.9,3895.060059
0.6,0.54,808.809998
2,1.2,1463.430054
3,2.7,2848.330078
4,3.6,3695.939941
11,3.3,3666.080078
3,2.7,2453.100098
3,0.9,1636.170044
6.5,5.85,4571.779785
1.5,1.35,1113.130005
3,2.7,1813.47998
8,2.4,4376.899902
0.8,0.24,358.51001
0.8,0.72,722.960022
0.8,0.48,285.980011
0.6,0.36,357.200012
5,3,3702.540039
0.6,0.54,445.75
2,1.8,1894.27002
0.5,0.45,892.48999
6.5,3.9,2501.090088
0.5,0.3,633.890015
2,1.2,1201.849976
0.5,0.3,522.539978
0.5,0.3,336.670013
2.5,2.25,2195.280029
0.8,0.48,350.559998
11,6.6,4171.910156
9.5,2.85,5329.470215
6.5,1.95,2001.01001
9.5,8.55,7651.509766
0.9,0.27,585.109985
3,1.8,1424.349976
1.5,0.9,1211.280029
2.5,2.25,1983.01001
0.9,0.27,345.700012
0.8,0.72,606.940002
4,1.2,1663.089966
3,1.8,1805.880005
0.5,0.45,440.339996
11,3.3,6892.029785
11,3.3,4417.569824
0.5,0.15,71.580002
0.9,0.27,176.350006
2,1.2,1192.810059
9.5,5.7,5544.25
9.5,2.85,2135.159912
4,1.2,2352.340088
4,2.4,1018.580017
0.5,0.15,220.149994
0.8,0.48,384.929993
2.5,0.75,421.519989
9.5,5.7,5549.899902
0.9,0.81,512.690002
8,7.2,6467.569824
4,1.2,2038.689941
0.8,0.24,394.799988
5,3,3122.530029
2,1.2,1835.040039
0.7,0.63,456.839996
0.9,0.27,489.190002
0.7,0.21,234.460007
0.5,0.3,229.600006
0.9,0.27,232.160004
0.9,0.54,308.089996
8,4.8,3396.350098
1.5,0.9,1471.02002
6.5,3.9,4103.629883
0.8,0.72,375.019989
0.6,0.54,453.440002
5,4.5,2982.389893
0.5,0.45,362.119995
6.5,3.9,3896.76001
3,1.8,1908.150024
3,0.9,1831.290039
2.5,2.25,2195.280029
2,1.8,728.969971
0.5,0.3,300.679993
0.8,0.48,390.890015
9.5,5.7,3440.48999
3,0.9,1071.699951
0.8,0.72,469.190002
0.6,0.18,208.490005
8,4.8,3468.73999
0.8,0.72,533.030029
2.5,2.25,1981.170044
3,0.9,1719.569946
0.6,0.18,316.170013
2,1.2,1582.76001
0.8,0.24,618.700012
2.5,2.25,2812.02002
5,3,2365.01001
0.7,0.21,518.859985
0.5,0.15,234.190002
2.5,0.75,1249.089966
4,3.6,3320.040039
5,3,2303.98999
6.5,3.9,4743.839844
0.8,0.48,941.679993
8,2.4,4375.77002
0.6,0.36,209.309998
0.6,0.54,274.519989
0.6,0.54,354.910004
